31807	88714	
34615	56258	
118685	14931	
42298	29364	
46248	59023	
96462	110745	
101780	31840	
59367	96289	
93482	118872	
96413	108647	
48016	107128	
81155	47235	
80112	29524	
12584	19388	
53832	117842	
53226	14235	
96654	25425	
114161	60251	
44222	62694	
87439	25852	
31361	80065	
78386	110774	
69947	75758	
64452	53771	
40114	53688	
108896	62709	
86102	4200	
64624	30655	
77489	90987	
31399	49072	
27820	117329	
64216	2913	
40507	98354	
28465	113072	
103526	36011	
96920	3853	
45941	55878	
103073	18802	
25208	14775	
89833	43247	
98672	60547	
48082	16867	
47965	99196	
68123	41991	
92069	114215	
47258	115108	
81182	66110	
32665	63269	
26808	55120	
53899	89799	
58506	21638	
61417	52716	
30007	68162	
97390	93327	
83453	51488	
109739	15250	
41882	88094	
71175	27764	
113563	92376	
3287	27870	
20930	46316	
2006	81244	
62611	13628	
93953	104041	
30907	11921	
47826	115490	
48030	39836	
94614	32989	
118075	99161	
90477	114131	
115326	90509	
88542	103864	
109923	36910	
9685	87084	
64642	8225	
111930	113929	
23867	101917	
104046	103453	
75518	15471	
19108	111602	
115063	64408	
41754	30600	
99093	95441	
89139	86308	
118454	73135	
85875	113729	
106545	79776	
21270	61605	
105599	102037	
49933	86223	
105862	6970	
80982	117324	
64260	81120	
3511	118377	
7828	42108	
35670	1539	
95648	59209	
106616	104826	
97060	36104	
49428	47748	
78362	13672	
95379	58270	
56328	5568	
75623	25052	
68962	106936	
7429	89250	
26716	41480	
65152	7083	
72081	1624	
65859	6470	
114441	70087	
100843	24610	
86122	96584	
107967	32062	
98302	61414	
61581	58818	
22109	80552	
65890	102956	
82935	21007	
75429	91043	
65920	25020	
111248	37992	
13240	14062	
17484	28842	
63574	52138	
52777	84472	
117712	61555	
41591	46865	
112074	102777	
93188	90007	
32857	2958	
56369	46562	
84018	64211	
98931	69745	
9075	119217	
107364	85372	
61582	67203	
14851	41765	
15118	26065	
25870	86476	
93895	16184	
75835	50817	
36831	97317	
77966	78741	
107570	119040	
12377	61001	
11366	109733	
85590	79656	
98189	87181	
13978	15921	
67120	49035	
61815	83948	
104062	691	
7985	88285	
78929	11029	
30042	57302	
90201	17319	
55821	74855	
84391	103488	
64323	38321	
16280	96577	
27477	4825	
11100	15438	
53454	92504	
52066	83002	
113644	39406	
73378	59009	
42548	104694	
29382	4590	
98543	1109	
51382	111453	
46532	4044	
59455	3803	
54707	26286	
106463	51817	
4588	32619	
59311	80992	
31562	79882	
118957	112878	
70383	115381	
94949	38462	
81724	44142	
60284	94902	
48621	100832	
54937	22298	
70096	116368	
12208	53710	
90336	11314	
56684	52792	
47874	92056	
49721	66308	
110939	3973	
24299	106305	
58124	20000	
69902	88488	
32779	116100	
86795	100733	
32159	40308	
86707	79950	
56055	70444	
50539	87065	
49384	93330	
15285	70219	
51842	93580	
47959	94114	
27213	2539	
66665	94323	
85605	61764	
19328	49288	
9583	45152	
84275	42209	
32375	53385	
61830	47707	
14504	66501	
99003	74159	
44455	20255	
36145	67985	
45836	98848	
64950	63416	
106941	61853	
50161	60733	
64361	99754	
741	22237	
33374	73708	
106211	18905	
79560	49548	
54991	58173	
24391	50696	
108940	88637	
23147	61219	
17351	65402	
63375	100029	
55261	54564	
37391	92797	
4074	102394	
9447	29418	
9135	106094	
64937	7577	
62111	108388	
22619	37057	
64134	22424	
43307	67306	
55510	990	
48911	47300	
112272	111749	
51965	61844	
98380	46869	
61892	9545	
82469	89016	
46598	116589	
19203	48629	
26002	72631	
49222	59095	
13730	103997	
